11.896,5.0,1,0,2.5,5.0,4.0,1,0.06734375,14.87
12.448,5.0,1,0,2.5,5.0,4.0,1,0.06734375,15.56
20.8,5.0,1,0,2.5,5.0,4.0,1,0.046629,26.0
15.36,5.0,1,0,2.5,5.0,4.0,1,0.046629,19.2
9.184,5.0,1,0,2.5,5.0,4.0,1,0.9634925,11.48
7.256,5.0,1,0,2.5,5.0,4.0,1,0.9634925,9.07
6.696,5.0,1,0,2.5,5.0,4.0,1,0.9634925,8.37
8.376,5.0,1,0,2.5,5.0,4.0,1,0.9634925,10.47
3.984,5.0,1,0,2.5,5.0,4.0,1,0.9634925,4.98
5.264,5.0,1,0,2.5,5.0,4.0,1,0.9634925,6.58
11.896,5.5,1,0,3.0,4.0,4.0,1,0.06734375,15.675182923800214
12.448,5.5,1,0,3.0,4.0,4.0,1,0.06734375,15.63117737940094
20.8,5.5,1,0,3.0,4.0,4.0,1,0.046629,26.456846499837496
15.36,5.5,1,0,3.0,4.0,4.0,1,0.046629,19.768870974099542
9.184,5.5,1,0,3.0,4.0,4.0,1,0.9634925,11.523971827806088
7.256,5.5,1,0,3.0,4.0,4.0,0,0.9634925,9.083170166088237
6.696,5.5,1,0,3.0,4.0,4.0,1,0.9634925,8.761599419619701
8.376,5.5,1,0,3.0,4.0,4.0,0,0.9634925,10.721434069407174
3.984,5.5,1,0,3.0,4.0,4.0,0,0.9634925,5.066868884550385
5.264,5.5,1,0,3.0,4.0,4.0,1,0.9634925,6.649109413685604
11.896,6.0,1,1,2.0,4.0,5.0,1,0.06734375,15.080543666899883
12.448,6.0,1,1,2.0,4.0,5.0,1,0.06734375,16.3302712261202
20.8,6.0,1,1,2.0,4.0,5.0,1,0.046629,26.3091213907383
15.36,6.0,1,1,2.0,4.0,5.0,1,0.046629,19.708304192488466
9.184,6.0,1,1,2.0,4.0,5.0,1,0.9634925,11.768167237374064
7.256,6.0,1,1,2.0,4.0,5.0,0,0.9634925,9.097150811079265
6.696,6.0,1,1,2.0,4.0,5.0,1,0.9634925,8.606845901226487
8.376,6.0,1,1,2.0,4.0,5.0,1,0.9634925,10.663546248262298
3.984,6.0,1,1,2.0,4.0,5.0,1,0.9634925,5.175263818639741
5.264,6.0,1,1,2.0,4.0,5.0,1,0.9634925,6.869869292399452
11.896,4.5,1,0,3.5,2.0,3.0,1,0.06734375,14.962378755251496
12.448,4.5,1,0,3.5,2.0,3.0,1,0.06734375,15.616247319000765
20.8,4.5,1,0,3.5,2.0,3.0,1,0.046629,26.089397960915367
15.36,4.5,1,0,3.5,2.0,3.0,1,0.046629,19.35998352974843
9.184,4.5,1,0,3.5,2.0,3.0,1,0.9634925,11.57859420593877
7.256,4.5,1,0,3.5,2.0,3.0,1,0.9634925,9.1440826285977
6.696,4.5,1,0,3.5,2.0,3.0,1,0.9634925,8.439284867333589
8.376,4.5,1,0,3.5,2.0,3.0,1,0.9634925,10.518833252755337
3.984,4.5,1,0,3.5,2.0,3.0,0,0.9634925,4.980581798313395
5.264,4.5,1,0,3.5,2.0,3.0,1,0.9634925,6.580847028823915
11.896,5.0,1,0,4.0,5.0,4.0,1,0.06734375,14.920551287435446
12.448,5.0,1,0,4.0,5.0,4.0,0,0.06734375,15.642542374647052
20.8,5.0,1,0,4.0,5.0,4.0,1,0.046629,26.126024422171728
15.36,5.0,1,0,4.0,5.0,4.0,1,0.046629,19.280963533781318
9.184,5.0,1,0,4.0,5.0,4.0,1,0.9634925,11.566687057529172
7.256,5.0,1,0,4.0,5.0,4.0,1,0.9634925,9.112198245533586
6.696,5.0,1,0,4.0,5.0,4.0,1,0.9634925,8.450275297930201
8.376,5.0,1,0,4.0,5.0,4.0,1,0.9634925,10.521359030924284
3.984,5.0,1,0,4.0,5.0,4.0,1,0.9634925,4.987079298646304
5.264,5.0,1,0,4.0,5.0,4.0,1,0.9634925,6.584291188819687
11.896,5.0,1,1,3.0,5.0,4.0,1,0.06734375,14.620398152571552
12.448,5.0,1,1,3.0,5.0,4.0,1,0.06734375,14.018317456517128
20.8,5.0,1,1,3.0,5.0,4.0,1,0.046629,25.623336443013283
15.36,5.0,1,1,3.0,5.0,4.0,1,0.046629,17.66741300576124
9.184,5.0,1,1,3.0,5.0,4.0,1,0.9634925,10.735440090915862
7.256,5.0,1,1,3.0,5.0,4.0,1,0.9634925,9.053068410573506
6.696,5.0,1,1,3.0,5.0,4.0,1,0.9634925,7.61612466237016
8.376,5.0,1,1,3.0,5.0,4.0,1,0.9634925,10.331473915901658
3.984,5.0,1,1,3.0,5.0,4.0,1,0.9634925,4.63647478124342
5.264,5.0,1,1,3.0,5.0,4.0,1,0.9634925,6.2856994845091805
11.896,5.5,1,0,3.0,4.0,5.0,1,0.06734375,15.262719464665249
12.448,5.5,1,0,3.0,4.0,5.0,1,0.06734375,16.321662636436564
20.8,5.5,1,0,3.0,4.0,5.0,1,0.046629,28.0097296335506
15.36,5.5,1,0,3.0,4.0,5.0,1,0.046629,19.96928601427886
9.184,5.5,1,0,3.0,4.0,5.0,1,0.9634925,12.388982890948087
7.256,5.5,1,0,3.0,4.0,5.0,1,0.9634925,9.377953331786099
6.696,5.5,1,0,3.0,4.0,5.0,1,0.9634925,8.573857563226785
8.376,5.5,1,0,3.0,4.0,5.0,1,0.9634925,11.281912505672727
3.984,5.5,1,0,3.0,4.0,5.0,0,0.9634925,5.304378916676952
5.264,5.5,1,0,3.0,4.0,5.0,1,0.9634925,6.655343087887595
11.896,4.0,1,1,5.0,3.0,3.0,1,0.06734375,14.7804130874472
12.448,4.0,1,1,5.0,3.0,3.0,1,0.06734375,14.55931538167965
20.8,4.0,1,1,5.0,3.0,3.0,1,0.046629,23.563633517754806
15.36,4.0,1,1,5.0,3.0,3.0,1,0.046629,17.6862809863096
9.184,4.0,1,1,5.0,3.0,3.0,1,0.9634925,10.803177893152572
7.256,4.0,1,1,5.0,3.0,3.0,1,0.9634925,8.794960503060047
6.696,4.0,1,1,5.0,3.0,3.0,1,0.9634925,8.183063575655463
8.376,4.0,1,1,5.0,3.0,3.0,1,0.9634925,10.158922377925348
3.984,4.0,1,1,5.0,3.0,3.0,1,0.9634925,4.836085230046654
5.264,4.0,1,1,5.0,3.0,3.0,1,0.9634925,6.413389288512459
11.896,5.0,1,0,3.0,5.0,5.0,0,0.06734375,14.600333000343886
12.448,5.0,1,0,3.0,5.0,5.0,1,0.06734375,15.30930097362504
20.8,5.0,1,0,3.0,5.0,5.0,1,0.046629,25.41432416925896
15.36,5.0,1,0,3.0,5.0,5.0,1,0.046629,17.675137314395602
9.184,5.0,1,0,3.0,5.0,5.0,1,0.9634925,11.07448674403583
7.256,5.0,1,0,3.0,5.0,5.0,1,0.9634925,8.31559173173143
6.696,5.0,1,0,3.0,5.0,5.0,1,0.9634925,7.551551713976872
8.376,5.0,1,0,3.0,5.0,5.0,1,0.9634925,9.949390676946418
3.984,5.0,1,0,3.0,5.0,5.0,1,0.9634925,4.762126762486165
5.264,5.0,1,0,3.0,5.0,5.0,1,0.9634925,6.275591491136432
11.896,5.0,0,0,4.0,5.0,5.0,0,0.06734375,14.82064509859712
12.448,5.0,0,0,4.0,5.0,5.0,1,0.06734375,14.892522235887064
20.8,5.0,0,0,4.0,5.0,5.0,1,0.046629,25.490700294224865
15.36,5.0,0,0,4.0,5.0,5.0,1,0.046629,18.49938181417662
9.184,5.0,0,0,4.0,5.0,5.0,1,0.9634925,11.293704122556106
7.256,5.0,0,0,4.0,5.0,5.0,1,0.9634925,8.764617845990509
6.696,5.0,0,0,4.0,5.0,5.0,1,0.9634925,8.295813859022287
8.376,5.0,0,0,4.0,5.0,5.0,1,0.9634925,10.419003325290129
3.984,5.0,0,0,4.0,5.0,5.0,1,0.9634925,4.760039349734726
5.264,5.0,0,0,4.0,5.0,5.0,1,0.9634925,6.398123526407284
